country,mean_GdpBil,sd_GdpBil
Afghanistan,16.430025591181202,7.663240757285304
Albania,13.06276619189301,4.837831779734656
Algeria,148.61314075227293,33.15473545446033
Angola,28.94037396524179,15.531400838368265
Argentina,353.0717021313032,91.45520989163491
Australia,477.6393215040783,154.36011190588664
Austria,225.38878004000046,50.320095741775134
Bahrain,12.397050417999028,5.145347556342569
Bangladesh,119.95490436363062,54.34124960953339
Belgium,271.9445110913489,54.64753678130582
Benin,7.426424596958494,2.7412490367508955
Bolivia,24.074594396965868,6.991777368831747
Bosnia and Herzegovina,20.489646251044267,7.9823436812487545
Botswana,12.344929445327812,6.214212280135994
Brazil,1272.256111156059,295.7684084174156
Bulgaria,64.49530690530344,12.228318250393686
Burkina Faso,10.081991143038941,4.397518168604497
Burundi,3.166352993952684,0.42986013845190035
Cambodia,10.274757186137279,7.2604916318549275
Cameroon,27.21978807581744,5.568479149830351
Canada,864.8146265869543,237.12866440133718
Central African Republic,2.6705739451684174,0.3144020084498465
Chad,8.53209845838031,4.870064420307205
Chile,126.67176146962916,60.48901245939354
China,2955.96146279612,2054.3459739883783
Colombia,206.0678098636648,67.30854590169683
Comoros,0.5850131903011042,0.09543135478353239
"Congo, Dem. Rep.",18.30050866472564,3.824671963924053
"Congo, Rep.",10.361589295156218,1.9988684889983583
Costa Rica,23.508477684535666,9.963169611724396
Cote d'Ivoire,24.750485545749967,2.576339517730345
Croatia,53.33180859324299,10.765881828424106
Cuba,73.62380075563613,15.607233616536945
Czech Republic,175.57532903942825,30.42485847987089
Denmark,149.93232407858147,30.243156273510184
Djibouti,0.894915489292125,0.08009919698555729
Dominican Republic,30.545281896286085,14.919536284327872
Ecuador,76.03534422660901,13.76136550704281
Egypt,277.1926289323523,105.69163866629547
El Salvador,27.56632016183547,8.40997471920184
Equatorial Guinea,2.1315961597112345,2.6115808310315924
Eritrea,2.5458412705699964,0.9972573567296219
Ethiopia,31.398946352011812,11.869578044147111
Finland,123.3388552542713,31.565103230311912
France,1476.9928286572056,289.6333591330848
Gabon,14.538695386563226,3.3802528255321986
Gambia,0.8068743074748457,0.27629140131047863
Germany,2196.727544872047,344.7905494307331
Ghana,18.130036635878156,7.556423684850971
Greece,203.63486951462897,54.54518438620789
Guatemala,44.1761668035645,13.703624152319337
Guinea,6.474442669323474,2.1270005699185215
Guinea-Bissau,0.7882631978794279,0.10136941861425032
Haiti,9.886657818648018,0.5789139338414531
Honduras,17.686291627643143,5.503007629701341
"Hong Kong, China",166.46858213004342,71.50735572532501
Hungary,138.3553849268429,24.569533618449622
Iceland,7.675860781616052,1.9879550757859286
India,1386.5165619046993,786.1818167589078
Indonesia,498.114056924705,213.43959964029582
Iran,509.51365330751185,181.89617620154326
Iraq,126.25697216987095,60.96299154005529
Ireland,90.79156754577073,49.560362535135
Israel,105.34509859153088,39.40036967134946
Italy,1329.2553041583674,290.4246630094868
Jamaica,17.226013112420897,2.4216566504775816
Japan,3277.101535534365,646.4716029812713
Jordan,16.641268433599045,6.394018989517885
Kenya,36.204629943863495,9.898553709115278
"Korea, Dem. Rep.",56.357052005435165,21.586682611963408
"Korea, Rep.",652.1250541841745,349.99017416296454
Kuwait,68.91473425367174,26.82968465342921
Lebanon,27.94894773845494,8.896444078742004
Lesotho,2.0410661512095416,0.8037362494962511
Liberia,1.2744370210423792,0.14061990824351756
Libya,52.31799406006496,11.564203319804257
Madagascar,14.267068462234473,3.016728175045311
Malawi,6.654919535634104,2.195508298870413
Malaysia,172.99808382995607,92.39469473097672
Mali,7.632410728743679,3.125197029450162
Mauritania,3.649107400650569,1.3357251201837876
Mauritius,8.059928359343575,3.7574226728432163
Mexico,926.4639265167217,240.6783845606856
Mongolia,5.287004495155002,1.9151851045996249
Montenegro,5.480931999499984,1.0692942909009848
Morocco,84.92859506129464,27.13262947147033
Mozambique,8.705609360330698,4.5215445841374375
Myanmar,22.385126673333332,12.273286804911221
Namibia,6.679941480052874,2.0442709582009324
Nepal,20.940069191063962,7.845450033462704
Netherlands,447.51633463791296,116.58003661861777
New Zealand,75.74270352120874,18.382740823903656
Nicaragua,11.27832856820509,2.4898190126811244
Niger,5.988434216484697,1.1906847221262256
Nigeria,169.59574111161228,59.28183214649844
Norway,166.46785499670753,45.61005054188698
Oman,41.92581186960902,19.293404206664654
Pakistan,264.67286077308034,109.67464298616346
Panama,19.9719594829727,6.422032110042118
Paraguay,20.11194921874139,4.963033351140976
Peru,143.32391123223277,39.58261081480985
Philippines,187.4307737766618,60.585281676025645
Poland,399.1677965996972,113.10199224434906
Portugal,168.65035008511632,41.34002387029391
Puerto Rico,56.92622187651706,16.9492799480229
Reunion,4.080493495590961,1.238997661814104
Romania,194.72223328571198,35.457718286028744
Rwanda,5.614109412838831,1.1812250080713953
Sao Tome and Principe,0.21313894230591965,0.056029774090339525
Saudi Arabia,435.11882929030395,96.31691105999477
Senegal,13.640277395868917,4.4114922486733645
Serbia,104.92860582779446,30.054834548147152
Sierra Leone,4.386112408622212,1.0210402792927467
Singapore,111.06663946679416,66.31471672855764
Slovak Republic,68.50918596202524,18.07389474441583
Slovenia,37.645412581946864,8.134027660224834
Somalia,6.923081230731347,0.9915118144878294
South Africa,317.93488480293814,51.98738628231389
Spain,809.2465672173955,238.7281640727501
Sri Lanka,47.33167496595962,20.536581905423667
Sudan,59.08362974337528,28.44376735544596
Swaziland,3.820728804765176,0.9790723919964676
Sweden,228.70600847112314,48.26572687827388
Switzerland,229.3949543822109,35.856210620960006
Syria,54.357742251510444,19.108063004257918
Taiwan,382.4802750167644,197.00364106967038
Tanzania,26.006866260940395,9.28143623310064
Thailand,290.90187552525117,139.22477123141513
Togo,4.152329097059927,0.5319623946062416
Trinidad and Tobago,11.561884248686464,3.920840602708165
Tunisia,44.02723896175415,18.11456075655087
Turkey,376.05858291539965,141.9241337455621
Uganda,16.852084419873574,8.690851377230205
United Kingdom,1482.1817831570536,365.2437164138709
United States,9204.609296948307,2634.456230519674
Uruguay,26.907982336560472,5.7612592109226
Venezuela,217.16264639239415,45.00670184204624
Vietnam,102.79604034831105,63.94315182599886
West Bank and Gaza,12.50722529307036,4.909797500739231
"Yemen, Rep.",32.0519051493487,12.30998604916011
Zambia,10.656992168266518,2.3220152690968763
Zimbabwe,7.1317638516943305,1.2596685239690397
